hash,buyer,seller 
3VGqoSZwy9kBYVfKxLyEnT6HZfJ9kiLBrjh5MPhys71SbkizDbAwFD4idmZk4ii9LR2bataZQEje486EQ26cXr2b,9ko9zZZQfJvgJj7dsHpX6rdeR8kRSHc9hyXi7YVpxMwg,3VftAnBXvBgbpcBTmger9RLdjYrWrD4qArQv5auQsErP,2.89
5pJiMfMwd33SrBKRiKPA2on4uDBEZerwQqYbkCi9oXeUWB2bys5FAw5AXWybmE8VsZTujqbcwnyknCPVEcRzC6pf,3VftAnBXvBgbpcBTmger9RLdjYrWrD4qArQv5auQsErP,8EBChdNpaCnEsnPkF58e6uk1WgjbTBZ3D2x2yxNQYf6E,2.68
337mTWxETWRH4TQXvVay2Q8tz5nhp6RVbpSDpD4qVPP62qRUhGQMcBqs2xL6hJcV8m2uX1F1jJiaHs61WNa6uMeD,2oyJ36da7fkUwZt41FgNv7MAnW5gXsHrUeLUtKjve8n2,ApDSW152Jf1rNAxqjHNCT6K6qzMz89wCTfay1ktudkiC,3.19
5bZHPct9rSVPFPADe5Vj6R7iBQL5Dy5wxP98df2RfBifR3H4Lixm5zsSsHuY8o6UiSRPW6XeLjXnKZvcPeqzXDg3,7d3ZCbtGWn4WY2xsxMRao5eN6vZExuZnr5h4kszQ534f,EuoNNo74VLUdK5rEa4HJEgggmw4ihVBuX17b66D5B8Yn,2.9
2V2C6LB7JgX3PKcXHHKQ3jxMRb7mssZ25A5dPNKWAkoCAuW7eVW1VcV1iFSyYYG3s7SMKpWYj6kMnJt6Vzxchnp2,9vMcXRVrMp434i4z5kwnj4DWGR3G9pFZXx5iFg5aShRY,24yvNuSW1xwKgvF3pgtTPphcyoC5WdFX6KZZxpsuv58Y,2.77
4eMkTubS4MYuFW6vBGozHiZ1Su7DBHcTjCDbk3W1jZVTEdVDNNBxietEGPVGFK5u1tGfWKsbVEhwuynb1ajcKb4J,87Gkp5DuNX99KfmN1LEAsfDrCoxvCftQGq6UUnWPa4sr,GotZ2xnvZYFdktoEb58qXYjYDnTLmhtfBXmzXXnVmwSE,1.99
26CAnHrnQgxa5YrkaU2C76QwKN43iEPUTJs6c4ndpycS41fWtXWCieHdvPSTVXXPMbkvsyupCgXGYEqyyiqy65bz,3dBF7C4F5krKwupKQhWvtrjavnxJnsnw3Ug1iHP6cJ3V,C244XEfiMJRs9az5ethfd3RMJ5XXEym13TVzsar3PnaP,2.99
4rdcbDMaEbgARZ8wQKNtLAjmN858ZwESiiwpcBpLpFxhyTV23vu4koBNBQ3d9ZcCCaTTR1wzTdsD93P5ByYNhR8f,Hw5cMkTTDKXnfQ9ErjVqFm2nG7CrYFJXKVdBDYzbSYvH,B59LpNmEZfAFhnPvvEjQjC1B5kx27oXdNY5PXwLGTzD5,2.62
4rrokXrjvXk2Rh2iFcgWZP5su7VUXUGgsEwXsw17T1W49qAQFNbaXtLSa9VNUCrcaCW8hn5YUMadL1f7kU5xvEHb,51LQkqPknGMRJVuR2jTijZFUyS73BgvyHw8MGHiDRPGP,8MHsdBGDgySkYGg7M5Sfofp2s9v3XLcisYcVmWwnJgfc,2.6
2dKvbkYxLVEQ5n2ksxFYHEAXJ4wY2UZqvhHHeroaeBzNAu9vdTZ1vrvzEFLe2mA4bw2PnTDTmxfbuZNZUDAsdVUM,8MHsdBGDgySkYGg7M5Sfofp2s9v3XLcisYcVmWwnJgfc,4TARyEAeq3Aizow8GqaiEALXyRRmZezLw95csitXwMFg,2.589
1zA4ni73Ezrn8KeiFcsTVK7ZqWLg5Sc3PXxR17U8asvU5Bs7DVqM6B2jUr1RxgmL7eGfNzW9EoXaHepao3bNpbN,HdADc9bEUjMujDPmjmLiXUZFD9tKyadkSLa82sdD66uL,yphQ51F5Gjw9PJAdVRzoE3YEWnRNcJSiFYeJ8yWPYHE,2.989
4hPC12aTSFj1rW8eJhdGPdJ5PjyAsX8Wx9BrAmDz3spSeHajA1yTrncYDL6nsYS7HPp9gSh9iNrHMef94ooEELHY,yphQ51F5Gjw9PJAdVRzoE3YEWnRNcJSiFYeJ8yWPYHE,GpQmWGpZxg2ebj36wY62dPSRddXRiAGVpqFcWTwPMJGz,2.65
3D8Wu5v4o7LAzA4CZSL3HeGkMgwkKQC9K1iek7Nhk94HqerAq5qGdmoYWqzsosSHKutZiSi46a7pnWCSEqH9Ybwt,3vi5n5oLcRsAZ1uhjZCTYNNzoLYzYkkVgg5BcdKTaNXQ,8vprPHbXsVTycy8kAMe4HtRgW1UG1XLUSLgbvt88A4s4,2.65
2AQhofGXS2TwuhXt4nxANjgeAmVWMhHKpJ3GWeQdi7xWHbQBVDtV1BeCEV22YQkrYHn6tbm9NcA9bECRCRvUCPbw,2xEgrF877AVrnhyQz7suKjXnqDrJJhGseVUyEYknWRf2,2e2cm7TTd6DLku7qDp6BVhJsLqUuQCDo9pWh5J4MLCuG,2.45
4Y85cgJXLG6cF3vzevhMtKgtbLMCdbcBP8LrMdar1gus5f5pAmQqVCWxnG1WecH69SJbKdq6UkUrvWkZzwasCQBE,CzPSzZvNbvDUvEpkHucYWJY8nBYCPEyMAnXAgZx6p7wc,25jWQG5nqa5DsvYofpeuCgfUi6e4k9LgFicDPTkgtEtq,2.89
5PteAYQVoeHi8hnmhHo3BTzd2KpqAjxjq3m16AVgsAN5e5YYizFJHTqpJ6r8cYUS8dL5MvgMULfVH546qouuvHnH,7kE2ZPGqniNADbgBvVpdiWFGnidQzRC6RuMiX9KHSCcg,8ogyU8RDcG7oiBZ4FFLtmVbsmirZtjdRFTSKiQvHoryU,2.24
3wLco8Ncuf9mLTsTK72DiUSJ7STTUHx4WxYGZNxkvdpJtmPs5PjxJ4qVra41rfG7hjLFfQHUgUZgTsUTC4qpMjg2,2c5EqHUyNWqDVTddE2Yr7Z4P6vNBbFuvADjXjUgk4mu6,wet2Jaqigft6N3URJPXuUw8Rxx4THA8TJDwtUuRP6rf,2.7
21jxoeZ5KrExHD9DSSwuUXSTQTpzN4oH9uKqACUGqyunj1HoUmzCEnZ3H5RdTLcgMHXeE51P5zvtAu97Lz2QMtuc,FW4K6DmnGMHncExZHhSCewKSv6eQRG4kTaFH1SdRwwV5,EeYZho1rb4n59aSEnvvReYZ9pQ2pM5h2FdkRxm1G4fqV,2.99
y1JpfSnHGUkEBsfmdjCG4M3WHRMnpi7JJUVtoLNHrWE33RUFCpZx3xQopFkEE7hPAmFysG5Dhunu3HfGMUxwHaM,HqyrM47EjMXoetBVkczUZ6kGeq3pmUmp8WW6A3S5Htxo,242ckDaxED9mew7LKjYVwSa4UfbJ7ZzYLUQ5bdLv5ZBe,3
4TP165FjMb2Dkmkf9MEmDoGkVKUQfwbM5SNS7p1uPWdkESXQyURkqnjVMK9ybxWPQYgpygYEDJN7uojKHVcqJMHM,CoFVKucsWL5gFuvi7dxcF5DocAGbS4ZBfjzWHLynCPE4,6gUrsTyAhh1DoAMjDkrSHAd7iZrHgX6M9w4pYq9mHxro,3
2epAJEWj5n2wWEpxZrcFkJaGUJ7mwRKRTRvA8wY6pTS3awukGzypJWCHS24z1SaKAAXSFDd5KqgWaUycGggiQW6B,Cj7UwyziNgjt4eVD6zgzfetMNdopr98cFjNLFitpZLum,DuEQaFPvqociGcdinKGZo79GNPEUeoeDnV6q2MX827sL,2.31
4HQmNh6jCaZMwZNpkCE8SU6QnySBGDh5Ci3mjBg7ZGUr4x6cs6FgmEf8vghCBcP121tpW5bXSnPkfhFeahBR6KR1,Gp2ZYRPh5U5jBzVsFZfzpkVR98QrqGn4YfDkqNuggW2a,ESNLmNPXPLpPjmBAvViMntiboHmpACAk8oCvu3HP1voD,2.49
666ieyDRbLh7uZ2n2pmfLMMM8Zn6PoHyrCLDJbnLSbQWTo5imq3Enk9oSuTSRCfS3DUrM8AQFiPdviB63B3BnVMp,ESNLmNPXPLpPjmBAvViMntiboHmpACAk8oCvu3HP1voD,CaQSLkRZyepRQ5w9yevr4UJo87MfbXmZMBqZpDpEo8Pg,2.67
4ExZ6WnevaseeJdPi1UZFY3Y8nw7AjDJUnBPzUgsB32npj9mLrCgKDYKNprd6Wm9eJk51Q8C6YZPTsPAuo8FDDjo,CaQSLkRZyepRQ5w9yevr4UJo87MfbXmZMBqZpDpEo8Pg,EQrdgE3uotUEvaPY2jdE5uzmzNTx6hHKv464QJniW2Cz,2.88
2VYC6utV8pCoJGiWYMaWdGNxbbuQ65KNPvZz8HS2osHU9a3LSQHahx1Q2Hxha48BdB19R2Lqa14GFCDcjnUfpxGA,Gp2ZYRPh5U5jBzVsFZfzpkVR98QrqGn4YfDkqNuggW2a,CWuhZ7VYFC17aJLyW1pS1j7aEE33vEBLz1km1eRqWMQh,2.5
4DhRMurymJX3LU4oQhERezHVdmfVtxHyQN9hD4ogds4FCwY9WCkFfsW8Qk3KPp1wBCRXDtLpLd4pwkqe8DwhQrN8,Gp2ZYRPh5U5jBzVsFZfzpkVR98QrqGn4YfDkqNuggW2a,4DgVgoUtAfFL9akbeA7dTUupkMaLycpUnAytmeovwBoQ,2.5
SES3WwReFr5psKAvyFREJeZAQob5drxCHg16aTqDrZ6VpcjFc7j9DEDDNNEsb1wQaH2QbiMmZ7DTAdepRytraJq,D3eoymaYGviEbiVdExq6JMQYDC4Y9SgFimWiFbdVydWX,7KHTkuonxNsZzMAmFSfzGVGEM8uHL9RZ5UdYJ1BDCL6Q,2.8
3DGgjRfYxfTX817hmaeDwD6czp5rQMtonJpFM6iLhofQwZDqTDZ6UqP7839sonWUwdHLgAvvHi2oVWAgxeS5krSb,7KHTkuonxNsZzMAmFSfzGVGEM8uHL9RZ5UdYJ1BDCL6Q,GJ8ZEg8wa6G9gcrt6YCeGidPRbtEYYg6S3eX2QoSjVg1,2.18
5QbRC3GuaMQtR43TRdtZ5xng1dn2V4e7hprQ8fAexftgTYT1DNVniM5Cj1Bqv2wPhcKyyBgbKvPonqhpkU6qiEns,JC1LCcqSXUutyEhLdKCNHCBqkbrjBUZo94sYVtwFTqUv,Fwhb3G2RPXBRsY7uxUsEkp2rSotF5dpddARUnXvr94L7,2.749
3BDSrY1aCBnAe3bgoTcdrL3Qw4GEmbLvNTPzrjcBmjvFEpCodeoNrFQVZrjQ6faqjgXXzpPs93wj5DLB5mE8frxh,Fwhb3G2RPXBRsY7uxUsEkp2rSotF5dpddARUnXvr94L7,2EBPSQ9rUHGDmTC47cGuFwSY3Q5MeyaZ79mspMdCEuXZ,2.52
5nK6QqGd2RpxiM34TNxLZsgLv48YGsEG7X4RLKktRqy9ftFmEkkAde5GR5L4FFYzNszfqkEH5R5c4DxYH1nR7gXr,BjPa8Asiq9WZ9DtXpLBN6e17iho3wpj3jfdEwrVUPKif,TPbC2R3JAHbjjziUbqEYxhsMjJ7fQgHVWyMHDWeFMZS,2.7
