hash,buyer,seller 
3PErvUVrTyWoWWvTmZE1BJzJ9ujZgtXYnbXbc1tpp7CcEN9mjneD5JY9kteyeqvhH45pz1tAiFNUAMAEAC4CvpFe,9zjxoKgsQSkcUTv7P4fSYDPFFQn2fUCy7pSwM27dc1jn,AM7xeHWAp5faDnkNQffKkyM4Y9ZwEjxn9MDesK6PhTWg,15
w9XFNuxhsGUFGo4stv2my1BzCxpbkdEcuzcLeu7J6nYFaaCJPRgCe6QDrbXe55CLNDsc6G5TPaR5VyfNiSEAQQ1,CHm3Q6hqJPAB1BcPs6uDyS3fUVR9pNfvoU3W7jFRoKAK,7nyhV5CJn2zw5mM982nRuYYGZA19KzVoGUUrhwWxqHLW,18.40204428
4iwXYB1wbpTDYA7YXUtDJVumhQDuYyY2nEcYQsqW4AKoLwioWoLDFK3qjS1RWqyxkxMyjF9hwqMcGMg6F7bUqzqm,7nyhV5CJn2zw5mM982nRuYYGZA19KzVoGUUrhwWxqHLW,GjhjcFKunoWPzca597X3UXufHtuqwZBERF5yxETo6Nxw,0.002615
XuHpqfjDWv5PJ8nz27GwUbSxkiAoVXSUgxhnRrTchVbVsNpxsBceE67tmwgof37g2GFy3cvc7zvPvMwSHkUBbxq,7nyhV5CJn2zw5mM982nRuYYGZA19KzVoGUUrhwWxqHLW,6KhDuntevfqaGzjHbkVWLQJ3gCCqWxxJjeuFpy9t7CV4,16.5
4tfLwwoMZDFPgmU1MeNsAdqwLkMzaVCST8Rr5bn4qNpPauJx9ckBFQdzEee8FuC65UeVBiV1QFPprakNGigDz9hB,6KhDuntevfqaGzjHbkVWLQJ3gCCqWxxJjeuFpy9t7CV4,GGi5SgSrMTFFNUocXPAeZK1YodY7TAXc2xxW8saAmSWf,15.49
56TcWgNZyWyrBGap71QXvCxgBydj7NrFBifTuTpb2PoPFbtyAiQxDHTfnGbd5QbhTY7Cu7pARmbkBDJFAr6EG6L4,ERYroPYnJS5i1x73Lj1kjsPfSEYDUGLAKJs8SD8DTub6,HzzozfEubP1258oaZP6ofWjxkZXxWba2YtvMfhKdKXL6,24.95
qLXbBoXym8Q6JssSzBocPhn2p8CbrGJv9GDCWD88DAzLTzAt1E6xiN3J5udVQhuUMSwj5ZFSd594cdhPXTry9dk,3qx64kyGr3JtAojKovyUeMmsfMWJDwbcK1TesY4MpDKf,48cb2ubExqKrJwU1oGFoZYaL8odRjLGpRFToDwhrU8oe,15.00204428
5F9NoFtuUvt4WLQdj3JAY9jrff8ARizcWweU26THS2BQAYNvitk7sUx2Hthdkc3ZnEp7zwaCtabZwkQwjPe5nGm6,48cb2ubExqKrJwU1oGFoZYaL8odRjLGpRFToDwhrU8oe,F9SyyXAmk89AdbMFL9v82J6itUahPWtgiRUHrKgXTsc7,14.40204428
4SQmEcRhetDdQnsZSJtVpU7te3jvUnuiGhSUL5Xp6ena2gdUhxqpXjsUuEhJibhZxGXFVcW1HCj1eH6esaH669RX,F9SyyXAmk89AdbMFL9v82J6itUahPWtgiRUHrKgXTsc7,AUxNkrMzLnoSJ1dstwM2HEAMREVrxy1xXHUzJVPG712K,14.5
3RvYRya97TtTDsjvb4KT9KBMVnHh63LFktjHoQVCmx1MbeM5AYqRemBLmjxP9jSJFFwCBwwjE2sx32JfHuDYGYyw,FdyPk8GaCaFaezjzum4hYhWohhh7exE2MZXSHBrws5Vu,DPWTyyAn6uGJwj1dnBHNiZFJFn1XWQPxNyv7xkWSbczG,11.6
4SEMtLWRKP98PMfzTJWqEoiaa9Ce7xuJKta5D67pvowhLmDyUW32TPwY5Up4MtkdwaTZAsxsxRa9mwwzPY3Ln6YP,DPWTyyAn6uGJwj1dnBHNiZFJFn1XWQPxNyv7xkWSbczG,3somUhKg5vjQB9CbdFC2LtSdtAryB1PWdyvm7nxzuyfP,11.1111
L9UfmKFRkbVCqPXQo7tMrNsZKtUHYGDLsDwChY6YsjDgNhViEsjptVuEqQxZ1oUT7eUDy2rgx1n3GtZtPX3yiac,E9WYxtbHwGg27GAo6FFnmXNjyHiNqsqCBjez1XDmMQkw,J5rrngVpoJhdht1my3ghA866Sxj39495UB8hkd6uyUv9,13.22
5qrqGYLLYRj94nqnutdFQUFDMrDVi79ek7t4tMaKnshwcKM4T5mZgBBCtsHbGzBFnagbu3q4tgdPpASmhb3NoqJm,J5rrngVpoJhdht1my3ghA866Sxj39495UB8hkd6uyUv9,5sGmXMLsTJrc7Gwhiqe78K6jDSb8qiCET4pxdkVQs9Rk,11
4X5zHXHoeqPA8eDGfCJsJ2TbrSSHGV6sDJZmv5eAsJrZwA52qXYdKFHRzDnLkawv28XiiLLNDmSv6fXSVKTdxsBV,5sGmXMLsTJrc7Gwhiqe78K6jDSb8qiCET4pxdkVQs9Rk,EYH4nCF2FXwoW4iicdYWCm2UfCwiQtnmKKqKf2XwnDPp,8
2XMaZuGGwyJgKdv78XQzPyHCPSdzxDuJ2mPv8umSTo5mtxC6fSFFKmQzpX71qrwJVnJ6CdHNkmLQkFiLezbTsH2Y,4V6maJC5qfhBoPrRfSRRuRtrVWcwZiXzYCBYG4iP2PFY,4o99gNim53WJWgb7sFaWuTbZ55KFW6YyrqLxXZx44uXd,18.00204428
KULS3gdcBhhmB85BpwxawtXY3enaSYJ25URZd9rugVeSoDvFVAss3RPc6ckRrYXLVRwt6efnvvRfmXFvzSAVAx2,Ez2U27TRScksd6q7xoVgX44gX9HAjviN2cdKAL3cFBFE,AuB38bjC1qhQJ3ns8XPi672f6mJBbyoZx8wTT4fqpgPR,21.95204428
34jo3tS9QJWYTr8KzeLyzmhcNZNJrupBZGWLUHUQJ2XQbWAANeLiVgS75dPiRjsiTJHsd8jbp2rgoC65pmhPXex,Gs7zgrgLMxTS1eWyqWFikQYPNWZ5iuLfuPDQr3hbTRZq,9z1Rf51q4YvvHAkHL4mKEZQtNg7cpuM3WqbrUdDJhwfE,14.80204428
3LW7qirnHjAvcwZTuWd9LhnoGMcw39iHuDAdNiieCkx4LBNfwvxdbkGkVKgAuWNYjTukDW8svoKbT81DZHDpud2q,H3FMTmjQBxDnk7Saod8AgqPd7Ej3DYz2pvfnuAeUdjk,migQ7Qr7HzRhM8H8daDDRVBHMqxYt3CrCUuUCodwpxb,15.98
