hash,buyer,seller 
4rsy7KckMLgX6vPHUGfGh58qfXTagYB883j5GTu8pHnj7TCFuq81XcJsTk3xUGJHtjHF8kAEoKHXBA2RMujPwGg6,DwKZ2s5Fgt1DW6cNvyMmXWmASmStUHpDQJQuSZ395Z6P,9fjXMdNB6ncSSseye5cP1Xzs2Xpow79AbThpoBtbL9Wv,2.96
iDPCRZnqzkyHCnQeEBWNJQksmf2okVFCepgwbr3d7LZx486eTx1jZggDkBWpTzwcDs7RPZVcJHFCq3t17nsraqZ,5uC93sXd8bWNHXEftQmqAec35gPQpC3vEBuHnqzyJuxo,WLYJBnzsQLqy9CXPRgUfVdhnv8DHvaAGfMbDCmsvr4f,2.6
4vXSXxnvREWh3uvMnjyw2mdmvMekRdjG12oo8fdPsBmqnxJY16D2x5ceMPvRVbJY5wtH98DM6xHSRf3GipcU2ebh,3kkLopH6embKkFVasXVHLH9UdC6vXMbRjLmVC1zMxRFw,HRyW4RUW7gN9d2uDrukxWnJyqzC6PnyBDLxcsqhpHK6Z,3.09
3FewZ4TKt65dKpkdA94XbEW8wbsdMv8xjDUXLAjRzZnoMa7nAcF8zq1qMPg4ALapzi6yNAA3f1dV6hrXFw8gXfSE,3AWKaj1VEvbHohTjR26tQaJW4BLdGc2wdByc2SKMSCKj,5G6fAmuvAQzPd5BWYhNUAAu6HvuDQbbsBHku2pFhJE3S,8.79
4tDc42FWym2DxKkowyYZuFjEj6v9fhpaaQu2p5pU9EUTWvdhpwSWC9nnvcHJpCwGiyoRrDEGKaWCgkvf6RJYwQZ9,5G6fAmuvAQzPd5BWYhNUAAu6HvuDQbbsBHku2pFhJE3S,3mFW1ZZAADx76xz3E2re66JxymjVmV1AizmsQiK8QB9N,2.26
3N4WARZ34PyKDkJ4Bvn19RqMPomTxDYStoajqAVtRsAttAiahQBkv662gCHa4CY366Evw7KTVDbuqm5rXbiKiPUe,FfgakuKubm7Yf2MgXsWBKK6DzHoQ7LZdpEJbSScXQ3N9,UBFtQ7Q75otmYZi7TrGCoYQkXj2HsefsyqjXqtuj319,10.99
4P2qN78Rm5AQX63xD7DtWSBpuvFhGUDbqJsbEyT8XiggemNtYCaoMhsoeb3SRwMP4aZFkcQUTBmfS7B8SSScPi24,UBFtQ7Q75otmYZi7TrGCoYQkXj2HsefsyqjXqtuj319,oxmGJ9uwSqp55cYTmrtG6hjRjGR95vzwFtgpmdBSEYY,5.8
5pibRBTytS74PhnTrszzZb75FV1DgYbtmQPeiJMFfYw1k8yrf9Tgmvr4g7q9JR6SXMSRv7Ete6mBHKTASn9k5ox4,3bSGbWAaLKjWtYnhRWGUCPsnoyBSWLRd3jGJFqoJpqbY,HePpYVwovZw9xyGEb3eNJi95dxGNZwFYiUJsrAvnDTaa,4.25
3XpZR6nCFu65ZXtmEXeVm38PrKypC554NiHSVj7M9Auq1ZfLzquaZpFcXokvy9pF3bBYszzS8tnrzcgtYSCWt8tT,5H4PUxF8PJSBentHPHLuohhCKgHf5wCnZxz1u9kc5mqb,4wDYyKzZFWZLiCHBF1YDYW5WtYN6gwJMebQdTpSkp7Lj,2.99
3zp7jCbMfEEZSSf2CRhNw4JeYxetf3uEvtncexMCvPYt15KBXvuFaLjXNUhiudStxsKVqGfGm7jo1medaUtmqgF8,4wDYyKzZFWZLiCHBF1YDYW5WtYN6gwJMebQdTpSkp7Lj,CXPtajy1LXxAZCHrEj5E2E4yQ8bUy8GYVydEYPdQ1i69,4.79
