hash,buyer,seller 
5QW27jLBNAJNVRCMhGWWrFj9t1EWU6CcXGzjYmbq6PJD6qAswkpKUFk2H1QC1ZkxaaKkFuFZp5p58fGEoBdpmLsr,93WbteZH6nrWeHd5JT6mJE5VHbWcCTDZzzqqnpZ98V9G,5jXD1KmbHE4yESEEfJMZB9LP6q37TWoXZX9KznHzCNjJ,0.95
3zHFkWfFi7hD6XfL562Z1p5cDScKY6cLszpbJ9yuKQy8ayppWJn9YwVCB8dEACK31nTjFTwiTNAPXQLFVcdg3z5V,DjayyFsG8nvZAcLb9eodeUPtUbn4X4125coUiua4zYfz,BP4e32YehPjnKY3rt5RvHeWNgJCzuZH8nqCfAeKYBMpG,0.59
4XSQSnKyatxS8mA6yz92Uwr2jcqS9WARoRb3xt8fHyFRe8TGLr1oeQBK5EnDtvesbgrdfzDjAwdX7nuBZzmFejb4,BP4e32YehPjnKY3rt5RvHeWNgJCzuZH8nqCfAeKYBMpG,CRNasqXwDGQe9gvjsBYdFPrzqYhCfSQQYJ9vmeuXgESC,0.95
2xxx8Vp8HMRGdTwHrxExiiJimqo6fpwgJP4n7dLh8UQdPPETQ9ALRLdWT8aaxvwLH8qHYTgEQBtcAH3PzqEsZ1rn,CRNasqXwDGQe9gvjsBYdFPrzqYhCfSQQYJ9vmeuXgESC,7HxkLN6oDwmQ9xsvrDFSKPxECLGgqmwdmctKLy549ZyR,0.52
4YRSsAyMuUfJQzdXqZvUMHoDGaP1EdiuDai6b1TwyfLyA1j16u6eMjQ3gxv3Txhj9HPwNi7BsvRkSxGjTpUXsZdJ,7HxkLN6oDwmQ9xsvrDFSKPxECLGgqmwdmctKLy549ZyR,25JnpeXaafKYNtXYM7tTXdSMhgAJBotk1GHRJYRqoBzU,0.58
5b7YqJe6D1dtTzwxAZCmgAZj6PFBGVYP82B9CPXNjeH6Ljd4oPjQcJe8u2XU2d3sbYsyUxMYUeKSLgCA882tLt93,4fr8BdDHHLMkefwCJAN5pSLYBv2FPWzMMfZTAfHG1yZ2,7YSyWFBZDf91hE1fauSXc718nXpZh4zrdMGAV8VfCAUk,0.95
3YGhoqkmefKzfcwbPQZmak8b3hQDe6DKo8hTJPbN9DvcJW5tkTeVYZBRTwtuFUt4cpdWQPYr9hsd9wC12aq3jD55,7YSyWFBZDf91hE1fauSXc718nXpZh4zrdMGAV8VfCAUk,Asptu4cZdxbxomT4ATdMYs2wNemFdKjAXD1GLwuZdobG,0.35
4Ye2H99S3dWidakGFVrxYJVrS4aCsaTXBwSEWuFTw8XLAXCG5m6eM77758B97TEgHYhN2Q8YiUzB8R4c35hXkR1H,C4xc9DzNLKaAdAbFiFLz4cZYj62N9KeNJvQ6JJqidnTB,HPz45FL6w2n28XKf8A8rekBjMiM8RyhvuEaUugJhZ6m6,1.55
585o2oYwVkUnnhe29yLZ6EMS2SPNt3TYyd6LRFD6eq8XPZXuxawLe4gEJMEkvnf8P1v5oieEAKUpRTa82aLnMWM,HPz45FL6w2n28XKf8A8rekBjMiM8RyhvuEaUugJhZ6m6,G6kQCvsu9qjUx6Yy5zBvEiR81Ehh8J5RjvZNAnFwk7y,2
4c933jwPWssoY2PDjij95Ug3ZwMGgo5D9htKZgWsgySHvua18FkwYdTTtqc1WtFnaYUfYqoSe6QAraGNbTHqgV3B,HSUumR9VwdH28uhovbMyTxbtTkLSjB34HBgKVKvPt7v7,8rpVQsp2biBQfBm1X1cJm6qEL1GWdCSGfcu7AvoNphJk,0.29
4rn3F5AuVhyQZ5rNbn89tt5ptfbDGh2jKhbhkDSfXJsMwo7qu4cRsTiQ67bvwQoDnPshTcnyEp1iVY7xWLQjx29z,8rpVQsp2biBQfBm1X1cJm6qEL1GWdCSGfcu7AvoNphJk,6BM6ssWBKfPPRSpBLyj6snK4p9mxk7AEMrRAhBQSEHVo,0.55
